Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1707001200.0 50202.0 NA 271 470 0 NA NA NA 612 823 0 NA NA NA 1516 3011 524 NA NA NA 1501 3356 724 NA NA
1707001200.0 50206.0 NA 272 464 0 NA NA NA 567 784 0 NA NA NA 1464 2820 509 NA NA NA 1113 2242 692 NA NA
1707001200.0 511.0 50 0 NA NA NA NA 107 0 NA NA NA NA 8300 114 NA NA NA NA 21189 585 NA NA NA NA
1707001200.0 516.0 20 59 0 NA NA NA 67 91 0 NA NA NA 4527 286 112 NA NA NA 23368 1165 369 NA NA NA
1707001200.0 521.0 21 56 0 NA NA NA 66 89 0 NA NA NA 18060 186 111 NA NA NA 40974 1210 339 NA NA NA
1707001200.0 525.0 20 58 0 NA NA NA 67 88 0 NA NA NA 4875 176 107 NA NA NA 23381 561 262 NA NA NA
1707001200.0 526.0 20 58 0 NA NA NA 66 89 0 NA NA NA 4268 167 116 NA NA NA 23385 461 692 NA NA NA
1707001200.0 534.0 199 0 NA NA NA NA 256 0 NA NA NA NA 1832 114 NA NA NA NA 1804 529 NA NA NA NA
1707001200.0 536.0 65 0 NA NA NA NA 102 0 NA NA NA NA 212 103 NA NA NA NA 537 147 NA NA NA NA
1707001200.0 546.0 56 72 NA NA NA NA 86 127 NA NA NA NA 304 219 NA NA NA NA 1039 438 NA NA NA NA
1707001200.0 561.0 56 0 NA NA NA NA 84 0 NA NA NA NA 268 109 NA NA NA NA 1029 444 NA NA NA NA
1707001200.0 570.0 51 0 NA NA NA NA 74 0 NA NA NA NA 403 108 NA NA NA NA 2132 281 NA NA NA NA
1707001200.0 571.0 53 0 NA NA NA NA 79 0 NA NA NA NA 466 113 NA NA NA NA 2684 419 NA NA NA NA
1707001200.0 572.0 52 0 NA NA NA NA 77 0 NA NA NA NA 247 111 NA NA NA NA 1293 752 NA NA NA NA
1707001200.0 573.0 53 0 NA NA NA NA 79 0 NA NA NA NA 654 110 NA NA NA NA 1622 273 NA NA NA NA
1707001200.0 574.0 54 0 NA NA NA NA 77 0 NA NA NA NA 1003 112 NA NA NA NA 748 1246 NA NA NA NA
