Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1707084000.0 136.7611 NA 259 0 NA NA NA NA 358 0 NA NA NA NA 1798 146 NA NA NA NA 1258 205 NA NA NA
1707084000.0 136.76111 NA 263 0 NA NA NA NA 356 0 NA NA NA NA 1671 156 NA NA NA NA 1505 302 NA NA NA
1707084000.0 136.7721 NA 240 0 NA NA NA NA 342 0 NA NA NA NA 1694 143 NA NA NA NA 1284 201 NA NA NA
1707084000.0 136.77211 NA 238 0 NA NA NA NA 363 0 NA NA NA NA 1681 144 NA NA NA NA 1379 201 NA NA NA
1707084000.0 136.7801 NA 195 0 NA NA NA NA 283 0 NA NA NA NA 467 177 NA NA NA NA 749 421 NA NA NA
1707084000.0 136.7802 NA 128 0 NA NA NA NA 194 0 NA NA NA NA 276 153 NA NA NA NA 482 286 NA NA NA
1707084000.0 136.7803 NA 200 0 NA NA NA NA 283 0 NA NA NA NA 541 161 NA NA NA NA 836 323 NA NA NA
1707084000.0 136.8311 NA 259 0 NA NA NA NA 345 0 NA NA NA NA 1714 161 NA NA NA NA 1361 316 NA NA NA
1707084000.0 136.83111 NA 268 0 NA NA NA NA 364 0 NA NA NA NA 1759 147 NA NA NA NA 1474 205 NA NA NA
1707084000.0 136.8855 NA 190 150 0 NA NA NA 273 294 0 NA NA NA 332 489 147 NA NA NA 335 653 258 NA NA
1707084000.0 136.88811 NA 224 0 NA NA NA NA 368 0 NA NA NA NA 1751 152 NA NA NA NA 1807 276 NA NA NA
1707084000.0 136.8885 NA 189 152 0 NA NA NA 265 295 0 NA NA NA 325 486 139 NA NA NA 336 998 205 NA NA
1707084000.0 136.897 NA 302 129 0 NA NA NA 486 198 0 NA NA NA 823 219 262 NA NA NA 781 441 353 NA NA
1707084000.0 136.899 NA 315 166 0 NA NA NA 515 282 0 NA NA NA 1056 244 279 NA NA NA 700 346 573 NA NA
