Timestamp WorkflowId PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime2 TotalJobTime3 TotalJobTime4
1706479200.0 12434.587 488 264 0 1571 1315 0 1313 335 139 766 304 167
1706479200.0 12434.592 488 615 0 1561 1688 0 1381 1275 290 876 1151 312
1706479200.0 12434.593 486 623 0 1563 1713 0 1412 1314 288 937 1173 311
1706479200.0 12434.596 488 612 0 1560 1724 0 1386 1301 290 918 1163 315
1706479200.0 12434.597 485 626 0 1549 1717 0 1434 1322 293 929 1183 315
1706479200.0 12450.502 479 203 0 1571 1220 0 1338 253 113 674 276 144
1706479200.0 12450.503 479 212 0 1554 1237 0 1368 261 116 924 326 144
1706479200.0 12450.504 473 162 NA 1554 1185 NA 1299 143 NA 744 170 NA
1706479200.0 12450.506 478 204 0 1575 1218 0 1362 252 115 896 278 141
1706479200.0 12450.507 474 212 0 1539 1237 0 1297 258 121 749 301 160
1706479200.0 12450.508 478 161 NA 1548 1182 NA 1288 143 NA 648 174 NA
1706479200.0 136.885502 172 168 0 244 1187 0 224 279 83 320 298 113
1706479200.0 136.885512 173 150 0 249 1127 0 227 215 91 319 235 123
1706479200.0 136.885522 173 142 0 251 1088 0 225 219 87 319 214 116
1706479200.0 136.888502 172 169 0 237 1193 0 216 280 82 475 443 107
1706479200.0 136.888512 174 151 0 242 1128 0 234 231 92 361 261 120
1706479200.0 136.888522 174 144 0 241 1085 0 221 223 87 293 217 117
1706479200.0 140.065506 433 209 0 1549 1245 0 2011 454 85 1070 351 117
1706479200.0 140.065512 433 180 0 1540 1154 0 1987 299 92 1044 315 118
1706479200.0 140.065522 436 185 0 1560 1138 0 1925 330 87 882 358 140
